vessel_id,vessel_type,month,speed_knots,course_change_deg,distance_to_route_nm,draught_m,wind_speed_knots,visibility_nm,traffic_density,signal_gap_minutes,anomaly
V04609,cargo,10,12.53,1.4,12.61,6.11,5.22,7.11,0.2437,0.2,0
V04610,container,8,9.21,10.47,11.09,8.84,2.86,8.74,0.8184,2.3,0
V04611,tanker,5,14.96,15.6,9.31,8.7,9.4,9.78,0.7952,2.84,0
V04612,tanker,10,14.17,8.99,7.38,6.42,3.6,7.55,0.6076,7.64,1
V04613,container,5,11.11,7.65,4.57,8.94,1.51,10.52,0.5062,9.56,0
V04614,cargo,10,13.25,4.14,7.61,6.27,3.62,11.72,0.4439,2.26,0
V04615,passenger,5,11.88,3.03,14.21,9.53,26.68,5.54,0.4933,4.99,0
V04616,container,10,9.52,1.92,16.05,6.65,1.01,14.69,0.4489,0.47,0
V04617,cargo,8,16.3,11.79,7.08,8.15,3.66,7.58,0.37,0.87,0
V04618,passenger,9,9.36,3.0,9.79,6.53,2.86,7.48,0.2648,1.45,1
V04619,cargo,7,13.31,7.0,5.33,8.67,4.43,8.46,0.2485,4.95,0
V04620,tanker,1,18.36,10.33,8.92,7.73,11.06,9.52,0.5802,4.35,0
V04621,tanker,12,6.91,1.72,9.08,8.34,7.41,4.72,0.203,2.79,0
V04622,cargo,12,4.95,13.61,10.47,10.3,1.64,4.98,0.6121,3.5,0
V04623,cargo,3,12.62,7.36,6.97,3.67,5.23,2.07,0.4957,0.21,0
V04624,passenger,12,5.37,4.68,2.54,7.68,11.8,13.18,0.6468,0.83,0
V04625,tanker,3,6.51,1.99,7.52,6.72,8.85,10.42,0.5616,0.55,0
V04626,cargo,7,6.88,4.16,15.54,4.47,2.23,12.88,0.6855,0.45,0
V04627,tanker,12,14.41,4.8,5.1,7.48,14.66,7.11,0.575,1.73,0
V04628,container,8,15.52,2.27,21.53,8.28,26.65,9.63,0.2281,0.14,0
V04629,container,9,10.43,0.06,6.35,7.42,4.65,9.39,0.0479,8.46,0
V04630,cargo,6,12.24,4.01,6.18,8.33,5.53,8.72,0.6165,6.14,0
V04631,cargo,12,9.24,2.4,6.05,7.74,4.31,8.44,0.7384,5.13,0
V04632,tanker,6,10.62,8.76,16.69,8.89,3.66,9.66,0.5029,6.22,0
V04633,cargo,12,13.9,5.51,11.39,4.03,4.56,8.35,0.5721,1.45,0
V04634,cargo,10,11.96,6.83,14.67,8.31,14.57,8.24,0.3251,6.54,0
V04635,cargo,4,15.25,6.24,5.0,7.85,11.88,14.19,0.3778,2.11,0
V04636,cargo,1,15.69,11.94,6.24,6.39,4.44,7.03,0.549,0.21,0
V04637,container,12,7.88,4.16,2.49,7.01,13.42,8.88,0.6363,1.93,0
V04638,container,1,8.58,2.88,8.77,5.68,4.95,10.58,0.532,0.43,0
V04639,container,1,11.44,16.34,4.94,5.77,7.0,8.29,0.6273,0.0,0
V04640,cargo,7,5.55,0.8,10.75,6.44,5.58,9.32,0.5641,10.58,0
V04641,container,5,13.32,6.86,11.37,5.99,9.83,13.76,0.4272,3.41,0
V04642,container,11,11.39,2.16,26.45,4.64,5.68,7.13,0.6894,2.93,0
V04643,passenger,7,8.42,2.9,5.57,7.29,4.92,7.46,0.6654,2.41,1
V04644,cargo,1,15.7,0.84,9.75,11.49,1.88,15.0,0.1654,1.64,0
V04645,tanker,1,11.34,6.89,7.71,6.54,12.16,4.33,0.5598,5.35,0
V04646,tanker,7,11.78,0.59,8.36,5.2,16.27,12.38,0.952,1.0,0
V04647,cargo,4,21.68,2.56,2.63,8.67,13.15,5.67,0.3253,5.83,0
V04648,container,9,14.77,3.4,17.12,8.1,3.89,12.06,0.3498,2.44,0
V04649,container,6,6.44,4.91,21.22,11.38,18.97,7.92,0.2523,0.62,0
V04650,container,12,9.99,6.78,7.27,9.29,5.36,10.33,0.7192,4.49,0
V04651,container,1,7.37,10.99,9.03,10.92,22.81,12.2,0.5779,2.3,0
V04652,cargo,8,12.61,5.84,4.18,8.58,10.09,9.43,0.5464,4.21,0
V04653,passenger,3,11.66,1.62,14.42,6.24,12.9,3.86,0.6379,5.25,0
V04654,container,2,7.31,9.15,21.62,8.26,2.29,13.1,0.2174,10.12,0
V04655,container,1,11.07,12.58,14.04,5.21,12.08,2.29,0.8431,2.04,0
V04656,container,12,9.15,2.08,2.43,5.55,6.39,2.96,0.5604,4.4,0
V04657,cargo,6,12.78,11.95,7.21,5.55,8.41,8.81,0.6098,7.8,0
V04658,container,2,4.31,6.94,9.36,7.49,8.41,7.29,0.8935,3.6,0
V04659,tanker,1,9.01,3.62,13.59,10.24,2.38,4.99,0.5709,4.06,1
V04660,container,6,11.37,2.76,5.37,9.11,9.87,12.7,0.5728,10.58,0
V04661,cargo,7,13.56,3.96,16.22,7.95,10.29,13.09,0.5676,4.06,1
V04662,passenger,10,15.79,8.5,12.86,8.81,8.36,5.03,0.6558,0.15,0
V04663,container,11,11.03,5.16,2.83,6.93,9.89,9.0,0.6666,1.92,0
V04664,container,10,15.63,7.61,6.82,7.36,11.63,11.41,0.5448,5.29,0
V04665,tanker,10,16.01,7.52,21.88,6.75,7.63,6.99,0.6104,4.23,0
V04666,container,1,11.02,6.77,5.23,3.5,16.93,6.93,0.8695,1.35,0
V04667,tanker,3,9.9,4.88,27.01,5.48,4.48,3.69,0.5885,1.09,0
V04668,container,9,13.3,11.48,19.3,6.69,15.91,9.88,0.5417,2.84,0
V04669,tanker,8,12.62,0.24,3.88,13.59,15.95,12.37,0.3901,0.02,0
V04670,container,7,13.21,0.04,2.98,5.53,3.2,5.6,0.9446,4.23,1
V04671,passenger,5,11.06,4.74,6.37,9.31,7.98,6.12,0.7359,1.22,0
V04672,cargo,3,8.67,5.61,17.62,8.6,17.38,9.52,0.5837,1.63,0
V04673,tanker,5,9.67,4.58,5.53,6.47,14.13,9.16,0.5013,17.92,0
V04674,passenger,8,11.05,8.86,23.46,3.6,5.14,9.1,0.5273,11.62,0
V04675,container,8,13.61,17.49,9.78,3.33,3.33,5.9,0.3654,3.5,0
V04676,tanker,12,10.95,0.25,16.33,6.01,5.97,12.28,0.4245,1.26,0
V04677,container,10,9.78,3.36,5.84,7.71,11.47,1.81,0.0887,5.22,0
V04678,cargo,9,10.79,7.03,18.33,7.33,9.63,4.93,0.6482,0.2,0
V04679,tanker,3,5.48,2.42,6.87,6.33,2.1,13.79,0.7958,3.33,0
V04680,passenger,2,11.24,18.05,18.53,9.59,4.41,8.08,0.3642,0.58,0
V04681,cargo,9,13.27,4.62,9.76,3.18,8.86,4.74,0.1203,0.31,0
V04682,tanker,12,11.29,7.14,7.89,9.51,5.38,15.0,0.1604,9.77,0
V04683,passenger,6,7.0,13.21,13.49,10.32,16.02,11.81,0.6803,2.13,0
V04684,container,2,5.67,0.53,9.05,7.05,3.92,9.3,0.7283,1.76,0
V04685,cargo,6,11.99,1.29,5.86,9.67,16.89,13.57,0.2446,1.59,0
V04686,cargo,6,14.69,2.35,15.56,7.33,9.39,7.15,0.1592,1.05,0
V04687,passenger,11,11.57,2.96,8.86,7.78,4.65,11.35,0.5262,2.07,1
V04688,container,10,11.25,7.12,8.36,8.49,11.06,10.97,0.526,4.76,0
V04689,tanker,4,13.46,0.36,4.51,8.31,28.14,2.51,0.5087,0.27,0
V04690,cargo,7,11.02,0.51,1.75,7.74,6.26,4.33,0.34,5.94,0
V04691,cargo,8,9.09,6.57,6.52,10.67,3.67,8.84,0.6087,0.44,0
V04692,container,12,16.07,7.67,4.34,6.08,14.29,9.18,0.3249,4.84,0
V04693,container,6,4.99,2.97,3.1,10.41,10.53,14.03,0.4369,19.01,0
V04694,container,9,7.32,7.09,17.97,5.61,12.68,8.87,0.7191,2.22,0
V04695,tanker,2,12.81,6.32,23.71,8.96,5.47,8.33,0.5895,8.35,0
V04696,cargo,1,9.29,4.32,18.67,9.03,9.65,5.07,0.7254,14.46,0
V04697,container,5,10.81,3.48,28.49,3.55,5.67,11.03,0.5689,2.78,0
V04698,cargo,9,12.42,3.21,9.57,8.02,13.24,6.97,0.5355,7.88,1
V04699,cargo,12,18.31,3.7,25.92,8.71,11.82,6.93,0.5635,1.68,0
V04700,cargo,8,13.41,1.68,5.44,7.95,9.33,9.02,0.4351,0.68,0
V04701,cargo,3,6.35,10.12,4.73,8.58,5.12,6.87,0.7184,1.52,0
V04702,cargo,2,12.52,3.42,39.93,7.97,4.48,13.23,0.4625,10.74,0
V04703,cargo,8,9.71,13.73,23.07,6.59,14.68,10.08,0.4165,4.71,0
V04704,cargo,4,8.22,4.31,6.05,8.59,6.08,6.84,0.3547,1.75,0
V04705,passenger,11,14.2,1.11,7.28,9.63,7.39,9.1,0.2734,13.01,0
V04706,tanker,2,8.67,4.92,19.79,7.62,15.79,8.13,0.6276,3.18,0
V04707,tanker,11,13.0,10.41,4.67,7.79,11.03,9.43,0.6121,0.17,0
V04708,cargo,3,13.15,2.52,15.7,9.25,2.71,0.7,0.6229,7.28,0
V04709,passenger,4,16.25,4.48,10.98,2.61,7.34,5.83,0.1952,4.26,0
V04710,cargo,10,9.91,6.4,7.8,5.49,1.64,8.45,0.18,6.79,0
V04711,container,2,11.35,6.8,19.58,9.46,5.81,6.51,0.5653,4.7,0
V04712,cargo,2,11.45,8.57,1.82,7.47,20.18,10.37,0.4858,1.95,0
V04713,cargo,5,10.27,10.14,1.44,8.03,2.15,8.78,0.551,5.8,1
V04714,container,11,14.94,5.3,12.94,9.05,7.37,9.94,0.8652,5.91,0
V04715,container,2,12.3,0.83,6.69,5.65,29.73,6.19,0.1886,8.44,0
V04716,cargo,5,14.87,1.0,51.58,5.34,7.35,15.0,0.5865,14.38,0
V04717,container,12,9.67,3.96,3.48,9.75,12.18,8.24,0.3043,3.0,0
V04718,passenger,4,9.25,10.3,8.2,6.07,9.21,15.0,0.6632,1.71,0
V04719,tanker,12,10.84,0.53,10.07,7.94,3.28,3.61,0.5184,2.88,0
V04720,container,5,8.21,5.01,2.67,4.19,11.02,2.44,0.2653,6.14,0
V04721,tanker,7,8.13,6.97,8.9,8.04,3.1,7.67,0.3877,0.74,0
V04722,container,5,8.45,6.1,4.76,7.87,13.41,8.23,0.7109,3.46,0
V04723,container,10,13.48,2.75,9.15,4.0,7.88,1.76,0.5013,2.53,0
V04724,tanker,9,13.02,5.7,10.26,5.49,7.93,7.59,0.4046,3.87,0
V04725,container,3,13.56,8.22,10.64,10.22,27.98,11.67,0.1107,11.52,0
V04726,cargo,4,14.43,4.86,29.8,7.16,13.91,5.44,0.2732,3.8,0
V04727,tanker,10,11.19,0.92,3.48,10.24,14.02,11.29,0.6197,8.32,0
V04728,tanker,9,15.56,11.16,9.16,7.47,2.34,9.19,0.6939,10.54,0
V04729,cargo,1,7.85,1.38,17.86,10.85,19.05,13.52,0.633,4.2,0
V04730,container,3,15.03,0.72,4.14,6.91,5.75,11.06,0.7454,6.17,0
V04731,passenger,1,11.68,2.28,3.75,7.85,16.59,7.78,0.9552,7.55,1
V04732,cargo,11,7.64,0.94,9.54,9.5,5.04,7.71,0.1867,7.91,0
V04733,tanker,4,12.57,10.3,8.83,8.75,8.7,11.97,0.5652,2.13,0
V04734,tanker,7,10.0,6.79,29.16,13.74,2.22,12.68,0.8677,3.21,0
V04735,tanker,7,14.17,4.33,3.17,7.63,5.82,11.66,0.3856,1.77,0
V04736,cargo,4,8.84,3.91,1.89,9.63,7.1,14.98,0.8762,2.83,0
V04737,cargo,12,12.62,11.39,15.44,2.94,4.52,7.99,0.9362,1.53,0
V04738,cargo,1,15.33,4.23,8.56,6.01,9.97,7.43,0.5431,1.02,0
V04739,tanker,11,13.57,3.99,1.47,5.73,3.02,7.62,0.6238,3.99,0
V04740,tanker,10,12.48,5.52,5.64,10.75,3.2,10.72,0.7128,4.88,0
V04741,container,10,11.43,4.77,14.56,5.75,3.35,12.04,0.4214,4.53,0
V04742,cargo,6,14.9,13.47,8.66,5.31,25.18,14.63,0.125,0.86,0
V04743,container,4,7.86,7.93,18.39,8.42,21.63,12.49,0.5046,13.28,0
V04744,container,6,14.94,11.02,4.75,9.27,6.98,7.79,0.487,0.41,1
V04745,cargo,1,12.97,2.29,6.36,6.61,3.03,4.15,0.6589,1.21,0
V04746,passenger,9,7.51,1.8,6.78,9.93,7.18,10.0,0.7453,2.25,0
V04747,container,7,8.58,2.2,15.3,5.61,3.53,11.14,0.7034,14.23,0
V04748,cargo,1,9.73,5.12,16.64,7.01,7.39,12.12,0.5264,11.51,0
V04749,passenger,8,12.75,2.25,6.35,9.7,4.36,12.45,0.5506,1.04,0
V04750,tanker,9,9.48,2.02,4.11,7.3,6.4,9.83,0.5385,21.35,0
V04751,container,12,12.9,5.09,8.56,8.39,18.77,12.3,0.1971,3.19,0
V04752,cargo,9,13.44,5.57,3.16,6.82,14.25,2.2,0.329,0.97,0
V04753,passenger,10,7.63,3.28,6.17,5.93,13.92,11.39,0.3565,5.63,0
V04754,tanker,4,13.29,5.16,18.4,7.92,7.03,15.0,0.3009,0.97,0
V04755,passenger,2,7.34,4.19,13.64,4.63,19.18,12.68,0.6899,6.34,0
V04756,container,8,14.64,5.43,12.18,6.32,2.98,14.49,0.3479,1.0,0
V04757,container,8,17.81,0.83,10.76,8.45,12.81,7.49,0.3289,3.13,0
V04758,cargo,8,14.94,7.42,5.38,8.21,5.11,9.14,0.8127,10.33,1
V04759,container,6,16.55,3.11,5.25,7.64,12.32,7.88,0.7525,1.65,0
V04760,passenger,5,12.96,1.16,15.35,8.21,9.2,7.62,0.3159,1.49,0
V04761,tanker,1,16.54,7.51,6.47,9.7,2.27,10.25,0.5998,0.6,0
V04762,container,9,8.55,6.13,4.31,8.66,5.38,10.62,0.4852,4.3,0
V04763,container,11,11.64,0.86,7.88,5.46,20.38,9.51,0.1754,4.15,0
V04764,tanker,10,15.47,0.74,5.02,9.65,6.3,4.92,0.6086,18.35,0
V04765,passenger,8,7.42,15.54,6.16,8.35,5.86,9.55,0.6121,4.9,0
V04766,cargo,9,8.92,2.67,26.34,7.86,19.94,4.44,0.5783,0.02,1
V04767,cargo,6,7.35,6.32,12.11,9.12,3.82,13.91,0.661,2.13,0
V04768,tanker,10,12.07,8.33,14.56,7.82,8.81,12.55,0.4631,2.5,1
V04769,cargo,6,9.06,8.84,8.66,6.46,15.55,8.31,0.228,6.99,0
V04770,tanker,3,10.15,3.18,4.25,11.26,7.33,10.41,0.5451,5.93,0
V04771,container,3,15.53,13.59,59.19,8.4,4.17,6.28,0.0555,1.33,0
V04772,container,4,9.33,10.34,11.13,4.18,6.87,5.65,0.5745,15.77,0
V04773,tanker,11,9.91,8.51,4.97,7.58,12.17,4.47,0.2925,4.95,0
V04774,tanker,3,12.92,1.07,10.03,5.71,13.83,12.94,0.5033,12.18,0
V04775,cargo,1,10.62,4.19,22.78,8.68,27.63,7.51,0.6388,2.53,0
V04776,container,12,15.38,9.23,5.29,8.4,0.21,11.43,0.1927,6.28,0
V04777,cargo,4,12.3,5.54,14.4,5.55,18.82,11.77,0.393,1.9,0
V04778,tanker,12,15.95,0.42,10.31,10.55,0.38,7.45,0.1746,9.52,0
V04779,cargo,12,12.69,6.87,6.69,6.16,7.29,7.02,0.1696,2.71,0
V04780,cargo,11,9.28,3.02,8.8,11.35,5.29,14.27,0.5791,4.44,0
V04781,tanker,6,10.47,6.76,14.04,8.43,20.64,9.07,0.1661,7.2,0
V04782,container,1,12.51,14.37,1.59,7.68,6.11,3.0,0.562,7.31,1
V04783,container,9,11.0,7.15,14.38,5.93,25.67,12.5,0.8235,2.02,0
V04784,cargo,8,10.81,14.85,2.13,3.2,3.36,2.99,0.6026,7.11,0
V04785,cargo,12,5.93,0.95,39.41,4.5,2.1,6.75,0.343,0.62,1
V04786,cargo,7,8.34,2.1,6.41,11.11,5.2,7.12,0.9012,1.97,0
V04787,cargo,3,15.83,11.31,1.77,8.9,15.88,10.77,0.5642,0.2,0
V04788,container,6,9.97,5.9,32.97,8.21,8.34,6.44,0.4543,3.69,0
V04789,cargo,11,7.69,2.99,27.47,10.99,27.6,7.7,0.7217,0.58,0
V04790,cargo,8,13.94,6.59,4.78,6.98,7.64,11.49,0.3932,0.12,0
V04791,container,1,7.95,10.36,18.98,6.16,15.59,11.69,0.2932,6.51,0
V04792,cargo,2,6.97,6.53,15.17,4.31,1.89,8.21,0.427,2.99,0
V04793,cargo,11,8.57,16.14,10.9,7.52,20.27,9.22,0.5903,9.2,0
V04794,tanker,1,12.67,16.81,2.91,9.08,1.26,12.31,0.5422,0.88,0
V04795,tanker,10,11.51,0.24,14.01,6.09,8.51,10.47,0.1889,6.62,0
V04796,cargo,3,8.79,12.54,2.55,3.95,1.37,13.07,0.2704,1.17,0
V04797,container,6,6.58,4.59,12.93,11.84,7.54,2.98,0.6593,9.1,0
V04798,tanker,4,16.85,14.38,9.18,9.0,5.06,14.19,0.6038,2.26,0
V04799,cargo,6,14.47,2.65,3.09,3.83,7.57,6.74,0.9492,4.07,0
V04800,tanker,12,12.7,7.42,4.4,11.55,22.84,11.28,0.4224,1.97,1
V04801,container,5,11.58,7.23,12.0,11.2,2.56,8.29,0.6631,0.19,0
V04802,passenger,8,11.31,7.83,35.28,5.86,3.91,4.33,0.8551,4.91,1
V04803,container,1,10.76,5.69,5.59,7.79,9.71,11.88,0.6203,0.67,0
V04804,passenger,11,6.89,1.05,14.98,7.46,1.65,8.66,0.7759,2.33,0
V04805,tanker,3,6.92,0.25,2.47,6.44,11.99,13.04,0.4114,0.81,0
V04806,container,12,19.13,1.34,7.04,8.31,6.45,6.81,0.708,10.43,1
V04807,passenger,12,11.82,2.09,9.39,2.09,12.08,5.45,0.3648,10.9,0
V04808,tanker,9,12.79,4.6,14.97,6.62,13.36,9.88,0.3023,4.92,0
V04809,cargo,12,11.55,4.54,4.87,8.34,3.21,7.67,0.3869,0.02,1
V04810,passenger,2,11.49,0.67,28.09,6.36,12.22,11.07,0.6384,0.48,0
V04811,tanker,9,14.15,2.71,7.93,6.8,5.68,9.86,0.7551,8.27,0
V04812,passenger,8,12.41,1.9,15.92,7.04,7.33,9.04,0.5254,11.42,0
V04813,container,10,8.86,1.8,6.83,6.79,8.6,10.31,0.6476,0.15,0
V04814,container,2,5.22,5.44,2.83,11.37,7.57,11.98,0.4216,2.38,0
V04815,container,10,10.52,0.83,9.16,5.02,12.88,8.59,0.4567,0.66,0
V04816,tanker,9,16.85,1.13,4.17,7.1,9.32,12.14,0.562,0.75,0
V04817,cargo,8,16.24,2.85,21.07,6.12,9.71,8.57,0.4414,1.75,0
V04818,container,10,14.25,0.08,5.98,5.16,18.37,7.06,0.2477,10.42,0
V04819,container,2,15.34,2.53,9.85,5.23,4.59,8.39,0.1011,3.52,0
V04820,cargo,4,3.49,16.0,5.97,5.26,15.04,9.2,0.1958,2.36,0
V04821,container,3,5.76,1.15,23.66,5.34,35.6,7.13,0.226,0.68,1
V04822,cargo,7,13.87,2.59,6.8,9.99,2.77,5.62,0.2802,3.48,0
V04823,tanker,9,6.27,8.31,9.49,9.34,8.64,6.97,0.4765,10.96,1
V04824,cargo,2,22.17,3.67,11.18,5.05,25.48,14.26,0.2713,5.82,0
V04825,passenger,8,12.6,4.5,2.86,7.02,7.53,6.06,0.3952,0.39,0
V04826,cargo,1,14.14,0.86,10.84,10.93,28.02,9.29,0.2388,2.23,0
V04827,tanker,10,10.34,12.9,26.97,5.1,1.72,11.21,0.6019,4.36,0
V04828,cargo,3,15.28,3.84,1.95,1.2,19.4,8.24,0.0344,9.37,0
V04829,container,9,13.63,12.97,23.65,7.16,6.28,7.54,0.2218,6.57,0
V04830,cargo,5,15.37,3.29,6.19,10.45,3.33,4.95,0.3807,3.99,0
V04831,container,6,11.37,4.41,8.54,4.51,1.99,7.99,0.7299,2.87,0
V04832,cargo,7,9.11,5.99,6.95,8.45,1.88,10.22,0.5201,2.78,0
V04833,cargo,8,10.25,7.54,9.61,4.61,6.74,6.67,0.5584,5.64,0
V04834,container,10,10.76,0.95,4.76,5.41,3.05,11.06,0.406,17.88,0
V04835,cargo,7,9.02,0.64,13.08,12.13,11.97,12.57,0.5353,9.33,0
V04836,container,7,11.35,0.56,4.32,6.96,3.81,5.08,0.3601,1.77,0
V04837,tanker,7,17.97,2.14,3.15,4.27,7.08,8.08,0.6852,4.06,0
V04838,cargo,4,14.6,6.95,12.1,7.23,7.77,5.84,0.2503,0.04,0
V04839,tanker,9,14.52,1.81,38.19,4.14,3.47,6.75,0.5801,8.4,0
V04840,cargo,7,8.2,4.9,12.4,8.43,5.12,12.03,0.4786,0.74,0
V04841,tanker,7,7.01,0.1,24.55,5.68,11.61,3.49,0.3686,3.92,0
V04842,container,6,14.22,4.97,3.63,8.42,10.0,7.14,0.5819,5.67,0
V04843,cargo,1,9.92,4.72,16.05,8.48,1.99,7.29,0.9044,6.11,0
V04844,tanker,8,15.97,0.24,12.41,4.41,4.47,11.82,0.4603,11.64,0
V04845,container,4,9.34,4.34,8.59,7.32,24.45,9.51,0.9628,4.58,0
V04846,cargo,10,11.16,3.44,7.48,11.41,16.73,5.63,0.6341,1.19,0
V04847,tanker,8,7.07,7.1,3.26,8.65,2.8,11.72,0.4648,1.66,0
V04848,passenger,4,6.68,0.22,10.35,9.44,4.59,4.16,0.188,0.34,0
V04849,cargo,5,12.4,2.68,23.01,3.25,5.75,6.14,0.3502,0.94,0
V04850,container,7,13.57,6.13,48.02,6.92,10.05,7.54,0.7449,3.09,0
V04851,passenger,3,17.98,0.35,15.55,10.46,4.73,3.35,0.5935,0.33,0
V04852,cargo,5,21.12,1.05,3.54,11.57,2.58,3.7,0.4713,1.03,0
V04853,cargo,2,11.26,2.51,6.29,4.88,14.65,8.64,0.6177,1.2,0
V04854,container,3,12.54,0.95,7.66,5.2,2.89,9.48,0.4945,1.77,0
V04855,container,8,9.27,2.12,14.63,8.47,3.4,11.29,0.3265,3.69,0
V04856,tanker,6,12.07,5.87,1.11,7.41,17.49,6.36,0.4258,2.93,0
V04857,tanker,11,11.6,2.74,6.65,5.65,4.65,10.71,0.7571,4.77,0
V04858,tanker,4,12.41,0.94,5.99,6.2,1.7,10.35,0.5637,13.68,0
V04859,cargo,2,12.95,5.95,7.46,9.47,1.63,11.34,0.8505,0.11,0
V04860,tanker,5,12.14,7.43,18.92,6.67,17.94,12.39,0.7712,11.2,0
V04861,tanker,9,13.37,8.65,4.66,6.83,5.95,6.2,0.2875,5.67,0
V04862,passenger,9,10.3,2.98,11.45,3.88,10.37,9.3,0.3866,4.81,0
V04863,container,5,15.32,10.09,3.52,6.41,9.97,7.01,0.3404,0.92,0
V04864,tanker,11,7.66,3.97,24.53,7.34,16.75,9.65,0.3767,7.18,0
V04865,cargo,11,13.82,6.38,9.45,6.23,5.35,3.91,0.5854,1.29,0
V04866,container,12,9.89,0.67,7.5,9.14,7.34,8.98,0.5075,0.29,0
V04867,tanker,3,6.59,13.75,10.95,7.69,27.02,9.73,0.389,2.09,1
V04868,cargo,6,11.59,1.4,33.87,4.27,2.12,8.71,0.5987,3.79,0
V04869,cargo,9,11.94,4.81,21.07,7.33,15.72,7.63,0.6709,1.56,0
V04870,cargo,9,8.55,3.0,10.12,9.43,2.04,9.0,0.2665,4.17,0
V04871,tanker,4,10.57,7.57,5.3,5.58,5.11,6.38,0.964,5.07,0
V04872,cargo,12,10.02,0.93,18.01,10.01,2.79,7.06,0.8269,2.28,0
V04873,cargo,6,11.06,6.29,23.97,5.09,29.74,12.92,0.2559,2.23,0
V04874,cargo,10,11.3,3.51,1.14,10.28,12.69,8.74,0.6899,10.86,0
V04875,tanker,4,15.2,6.37,10.82,8.85,17.22,8.08,0.5166,6.42,0
V04876,cargo,8,10.57,0.93,2.1,5.47,4.34,9.5,0.5812,1.85,1
V04877,cargo,7,11.01,3.81,13.78,6.79,10.52,5.09,0.8402,0.43,0
V04878,container,2,10.15,0.46,6.94,6.46,5.45,5.85,0.2863,12.18,0
V04879,tanker,11,14.41,8.77,7.29,8.02,7.21,4.24,0.4803,2.39,0
V04880,cargo,10,10.68,1.05,5.18,9.39,25.51,9.3,0.5948,0.27,0
V04881,container,6,13.97,1.51,21.68,6.09,16.85,11.11,0.3821,5.89,0
V04882,passenger,4,6.78,3.96,2.84,3.96,16.35,12.49,0.7752,0.23,0
V04883,tanker,12,9.84,3.5,13.36,5.81,6.55,8.37,0.4665,9.54,0
V04884,cargo,12,10.93,5.1,18.64,9.3,10.9,4.64,0.6462,6.23,0
V04885,cargo,7,13.28,4.47,7.99,3.69,2.0,9.37,0.6473,3.64,0
V04886,container,7,8.55,9.38,6.24,6.63,21.73,6.56,0.6075,7.52,0
V04887,tanker,3,12.19,10.45,10.79,5.24,8.32,7.69,0.8957,11.27,0
V04888,tanker,6,14.63,0.88,2.54,6.61,17.2,6.11,0.8498,1.03,0
V04889,tanker,11,10.72,11.95,12.38,5.59,6.14,10.66,0.3502,2.32,0
V04890,cargo,8,16.13,3.22,8.43,6.54,3.04,9.65,0.9383,0.0,0
V04891,cargo,9,10.73,0.53,4.71,6.46,4.69,8.7,0.3319,1.97,0
V04892,tanker,2,8.62,6.92,1.17,7.64,12.12,15.0,0.8681,8.13,0
V04893,cargo,5,12.45,8.01,10.69,7.42,4.06,7.33,0.7192,5.28,0
V04894,cargo,12,16.41,5.06,24.38,6.54,18.06,4.88,0.4777,0.67,0
V04895,cargo,11,5.03,8.72,3.07,10.27,4.74,8.69,0.1351,0.37,0
V04896,cargo,4,12.93,2.63,3.26,5.65,6.25,11.93,0.5369,1.04,0
V04897,cargo,10,7.75,3.25,3.26,3.47,3.15,5.3,0.236,1.55,0
V04898,cargo,6,13.8,9.16,9.75,7.54,21.5,2.85,0.5551,2.02,1
V04899,tanker,9,10.58,3.06,6.61,10.29,8.17,6.15,0.9287,5.84,0
V04900,tanker,6,7.49,2.15,14.81,5.86,6.78,5.41,0.56,8.47,0
V04901,passenger,7,17.88,4.3,3.26,6.77,5.38,9.0,0.551,6.72,0
V04902,passenger,8,9.38,1.87,4.26,9.94,2.16,8.6,0.8216,5.46,0
V04903,tanker,7,6.66,2.79,19.02,7.92,3.44,13.78,0.46,0.0,0
V04904,cargo,8,11.81,4.05,31.18,8.98,22.67,8.09,0.1938,0.44,0
V04905,tanker,7,11.09,14.17,3.84,11.21,1.69,12.33,0.6443,1.74,0
V04906,cargo,3,3.17,1.66,6.43,5.21,30.55,2.7,0.4586,16.38,0
V04907,container,9,12.31,0.29,8.81,9.33,5.72,2.2,0.3604,3.83,0
V04908,container,8,10.2,3.2,9.48,10.36,10.63,9.32,0.5854,2.52,0
V04909,container,5,12.83,1.89,10.4,5.88,2.9,7.01,0.215,22.72,0
V04910,cargo,2,13.66,16.0,7.9,7.49,15.26,4.65,0.456,0.44,0
V04911,container,5,11.85,5.44,4.46,4.26,7.3,10.27,0.503,7.35,0
V04912,container,7,8.96,0.87,12.09,7.71,0.91,13.91,0.5895,0.04,0
V04913,tanker,7,10.25,7.43,2.02,6.55,8.16,2.55,0.4758,3.6,0
V04914,cargo,1,15.64,4.19,7.25,7.18,1.69,8.39,0.6302,8.5,0
V04915,container,2,12.66,11.59,6.2,5.89,10.39,5.79,0.7752,3.25,0
V04916,cargo,2,5.75,5.02,7.39,8.01,6.84,11.05,0.6248,0.73,0
V04917,container,4,12.72,1.6,5.9,7.9,10.17,9.3,0.8871,2.16,0
V04918,container,12,14.47,6.81,18.4,10.13,10.42,12.04,0.4842,4.09,0
V04919,cargo,2,12.75,3.01,3.68,10.54,25.37,13.18,0.7236,20.35,0
V04920,container,1,14.79,5.57,9.98,9.55,8.34,10.82,0.3581,2.01,0
V04921,cargo,7,10.38,4.17,8.37,9.06,4.7,6.66,0.7932,10.29,0
V04922,passenger,4,6.33,0.31,10.31,9.36,3.84,7.86,0.576,0.83,0
